,Entity,Region,Year,unemployment_rate,homicide_rate
734,Argentina,Latin America & Caribbean,2012,7.22,6.3119206
735,Argentina,Latin America & Caribbean,2013,7.1,7.247288
736,Argentina,Latin America & Caribbean,2014,7.27,7.53782
737,Argentina,Latin America & Caribbean,2015,7.524,6.558466
738,Argentina,Latin America & Caribbean,2016,8.109,6.011234
739,Argentina,Latin America & Caribbean,2017,8.35,5.259381
740,Argentina,Latin America & Caribbean,2018,9.22,5.367726
741,Argentina,Latin America & Caribbean,2019,9.84,5.155823
742,Argentina,Latin America & Caribbean,2020,11.46,5.3668137
743,Argentina,Latin America & Caribbean,2021,8.74,4.6226788
744,Chile,Latin America & Caribbean,1991,0.0,0.0
745,Chile,Latin America & Caribbean,1992,0.0,0.0
746,Chile,Latin America & Caribbean,1993,0.0,0.0
747,Chile,Latin America & Caribbean,1994,0.0,0.0
748,Chile,Latin America & Caribbean,1995,0.0,0.0
749,Chile,Latin America & Caribbean,1996,0.0,0.0
750,Chile,Latin America & Caribbean,1997,0.0,0.0
751,Chile,Latin America & Caribbean,1998,0.0,0.0
752,Chile,Latin America & Caribbean,1999,0.0,0.0
753,Chile,Latin America & Caribbean,2000,0.0,0.0
754,Chile,Latin America & Caribbean,2001,0.0,0.0
755,Chile,Latin America & Caribbean,2002,0.0,0.0
756,Chile,Latin America & Caribbean,2003,9.77,3.2347336
757,Chile,Latin America & Caribbean,2004,0.0,0.0
758,Chile,Latin America & Caribbean,2005,9.34,3.5609825
759,Chile,Latin America & Caribbean,2006,9.02,3.6119704
760,Chile,Latin America & Caribbean,2007,8.43,3.734343
761,Chile,Latin America & Caribbean,2008,9.29,3.529102
762,Chile,Latin America & Caribbean,2009,11.31,3.742549
763,Chile,Latin America & Caribbean,2010,8.41,3.181574
764,Chile,Latin America & Caribbean,2011,7.32,3.7033644
765,Chile,Latin America & Caribbean,2012,6.64,2.5026278
766,Chile,Latin America & Caribbean,2013,6.2,3.175342
767,Chile,Latin America & Caribbean,2014,6.65,2.4763799
768,Chile,Latin America & Caribbean,2015,6.49,2.3446956
769,Chile,Latin America & Caribbean,2016,6.73,3.428468
770,Chile,Latin America & Caribbean,2017,6.95,4.240938
771,Chile,Latin America & Caribbean,2018,7.21,4.4114227
772,Chile,Latin America & Caribbean,2019,7.27,3.9444344
773,Chile,Latin America & Caribbean,2020,11.14,4.797849
774,Chile,Latin America & Caribbean,2021,9.35,3.6320386
775,Haiti,Latin America & Caribbean,1991,0.0,0.0
776,Haiti,Latin America & Caribbean,1992,0.0,0.0
777,Haiti,Latin America & Caribbean,1993,0.0,0.0
778,Haiti,Latin America & Caribbean,1994,0.0,0.0
779,Haiti,Latin America & Caribbean,1995,0.0,0.0
780,Haiti,Latin America & Caribbean,1996,0.0,0.0
781,Haiti,Latin America & Caribbean,1997,0.0,0.0
782,Haiti,Latin America & Caribbean,1998,0.0,0.0
783,Haiti,Latin America & Caribbean,1999,0.0,0.0
784,Haiti,Latin America & Caribbean,2000,0.0,0.0
785,Haiti,Latin America & Caribbean,2001,0.0,0.0
786,Haiti,Latin America & Caribbean,2002,0.0,0.0
787,Haiti,Latin America & Caribbean,2003,0.0,0.0
788,Haiti,Latin America & Caribbean,2004,0.0,0.0
789,Haiti,Latin America & Caribbean,2005,0.0,0.0
790,Haiti,Latin America & Caribbean,2006,0.0,0.0
791,Haiti,Latin America & Caribbean,2007,16.8,5.1587834
792,Haiti,Latin America & Caribbean,2008,16.298,5.20091
793,Haiti,Latin America & Caribbean,2009,15.658,6.145538
794,Haiti,Latin America & Caribbean,2010,15.383,6.878068
795,Haiti,Latin America & Caribbean,2011,14.56,9.181951
796,Haiti,Latin America & Caribbean,2012,14.1,10.219083
797,Haiti,Latin America & Caribbean,2013,13.958,10.125515
798,Haiti,Latin America & Caribbean,2014,13.96,9.411548
799,Haiti,Latin America & Caribbean,2015,13.888,10.138438
800,Haiti,Latin America & Caribbean,2016,13.852,9.595058
801,Haiti,Latin America & Caribbean,2017,0.0,0.0
802,Haiti,Latin America & Caribbean,2018,13.755,6.746927
803,Haiti,Latin America & Caribbean,2019,0.0,0.0
804,Haiti,Latin America & Caribbean,2020,15.085,11.32062
805,Haiti,Latin America & Caribbean,2021,15.017,13.007129
806,Peru,Latin America & Caribbean,1991,0.0,0.0
807,Peru,Latin America & Caribbean,1992,0.0,0.0
808,Peru,Latin America & Caribbean,1993,0.0,0.0
809,Peru,Latin America & Caribbean,1994,0.0,0.0
810,Peru,Latin America & Caribbean,1995,0.0,0.0
811,Peru,Latin America & Caribbean,1996,0.0,0.0
812,Peru,Latin America & Caribbean,1997,0.0,0.0
813,Peru,Latin America & Caribbean,1998,0.0,0.0
814,Peru,Latin America & Caribbean,1999,0.0,0.0
815,Peru,Latin America & Caribbean,2000,0.0,0.0
816,Peru,Latin America & Caribbean,2001,0.0,0.0
817,Peru,Latin America & Caribbean,2002,0.0,0.0
818,Peru,Latin America & Caribbean,2003,0.0,0.0
819,Peru,Latin America & Caribbean,2004,0.0,0.0
820,Peru,Latin America & Caribbean,2005,0.0,0.0
821,Peru,Latin America & Caribbean,2006,0.0,0.0
822,Peru,Latin America & Caribbean,2007,0.0,0.0
823,Peru,Latin America & Caribbean,2008,0.0,0.0
824,Peru,Latin America & Caribbean,2009,0.0,0.0
825,Peru,Latin America & Caribbean,2010,0.0,0.0
826,Peru,Latin America & Caribbean,2011,3.48,5.4854984
827,Peru,Latin America & Caribbean,2012,3.24,6.615217
828,Peru,Latin America & Caribbean,2013,3.57,6.701331
829,Peru,Latin America & Caribbean,2014,3.21,6.8393073
830,Peru,Latin America & Caribbean,2015,3.27,7.316391
831,Peru,Latin America & Caribbean,2016,3.74,7.8213387
832,Peru,Latin America & Caribbean,2017,3.69,7.868887
833,Peru,Latin America & Caribbean,2018,3.49,7.613974
834,Peru,Latin America & Caribbean,2019,3.38,7.2658343
835,Peru,Latin America & Caribbean,2020,7.18,5.7138987
836,Peru,Latin America & Caribbean,2021,0.0,0.0
837,Bolivia,Latin America & Caribbean,1991,0.0,0.0
838,Bolivia,Latin America & Caribbean,1992,0.0,0.0
839,Bolivia,Latin America & Caribbean,1993,0.0,0.0
840,Bolivia,Latin America & Caribbean,1994,0.0,0.0
841,Bolivia,Latin America & Caribbean,1995,0.0,0.0
842,Bolivia,Latin America & Caribbean,1996,0.0,0.0
843,Bolivia,Latin America & Caribbean,1997,0.0,0.0
844,Bolivia,Latin America & Caribbean,1998,0.0,0.0
845,Bolivia,Latin America & Caribbean,1999,0.0,0.0
846,Bolivia,Latin America & Caribbean,2000,0.0,0.0
847,Bolivia,Latin America & Caribbean,2001,0.0,0.0
848,Bolivia,Latin America & Caribbean,2002,0.0,0.0
849,Bolivia,Latin America & Caribbean,2003,0.0,0.0
850,Bolivia,Latin America & Caribbean,2004,0.0,0.0
851,Bolivia,Latin America & Caribbean,2005,0.0,0.0
852,Bolivia,Latin America & Caribbean,2006,0.0,0.0
853,Bolivia,Latin America & Caribbean,2007,0.0,0.0
854,Bolivia,Latin America & Caribbean,2008,0.0,0.0
855,Bolivia,Latin America & Caribbean,2009,0.0,0.0
856,Bolivia,Latin America & Caribbean,2010,0.0,0.0
857,Bolivia,Latin America & Caribbean,2011,0.0,0.0
858,Bolivia,Latin America & Caribbean,2012,0.0,0.0
859,Bolivia,Latin America & Caribbean,2013,0.0,0.0
860,Bolivia,Latin America & Caribbean,2014,0.0,0.0
861,Bolivia,Latin America & Caribbean,2015,3.11,4.896265
862,Bolivia,Latin America & Caribbean,2016,3.5,5.7000723
863,Bolivia,Latin America & Caribbean,2017,3.65,6.5322704
864,Bolivia,Latin America & Caribbean,2018,3.52,4.945332
865,Bolivia,Latin America & Caribbean,2019,3.68,4.2199774
866,Bolivia,Latin America & Caribbean,2020,7.9,3.4935853
867,Bolivia,Latin America & Caribbean,2021,5.09,3.4935303
